,Date,Merchant,Method,金額 (USD),金額 (JPY),Notes,備考,月,Category,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/10,Book 1st,prestia,,"-¥1,540",W FSS comic,,2025-03,W おこづかい,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/13,Dropout,USAA,-5.99,,,,2025-03,W おこづかい,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/17,Kobo,Prestia,,"-¥1,621",W KSR book,,2025-03,W おこづかい,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/24,OpenAI,USAA,-$22.00,,,,2025-03,W おこづかい,,,,,,,,,,,,,,,,,,,,,,,,,,
寛子おこづかい,,,,$0.00,"-¥2,813",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/28,皇居三の丸尚蔵館,paypay H,,"-¥1,000",,,2025-03,寛子おこづかい,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/28,アネモネ,paypay H,,"-¥1,210",,髪留め,2025-03,寛子おこづかい,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/30,アトレ大井町有隣堂,現金 H,,-¥273,,,2025-03,寛子おこづかい,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/30,アトレ　ルナアース,現金 H,,-¥330,,,2025-03,寛子おこづかい,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,,,,"$4,666.38",¥0,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/11,SRE Property,USAA,"$5,793.88",,,,2025-03,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/11,USAA Property Insurance,USAA,-$62.50,,,,2025-03,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/18,HOA,USAA,-$305.00,,,,2025-03,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,3/21,SRE Property,USAA,-$760.00,door handle,,,2025-03,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04,,,,"-$54,807.96","-¥156,130,678",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
給料,,,,$0.00,"¥766,316",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/25,facebook,Prestia,,"¥766,316",,,2025-04,給料,,,,,,,,,,,,,,,,,,,,,,,,,,
経費,,,,"$5,629.26","-¥156,447,506",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/4,金町ぷらっと,paypay H,,"-¥1,700",,場所代,2025-04,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/5,Kidsna sitter,Prestia,,"-¥36,328",,,2025-04,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/6,ネイス体操教室,prestia,,"-¥24,500",,,2025-04,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/6,Enejet,cash W,,"-¥7,469",,Diesel,2025-04,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/8,ネイス体操教室,nanaco H,,"-¥29,566",,玲分を7-elevenでコンビニ払い,2025-04,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/10,葛飾区児童手当,ゆうちょ,,"¥120,000",,,2025-04,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/11,金町ぷらっと,paypay H,,"-¥1,700",,,2025-04,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/11,SRE management,USAA,"$5,667.21",,,,2025-04,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/13,Apple One,USAA,-$37.95,,,,2025-04,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/14,Z会,Prestia,,"-¥29,070",,,2025-04,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/15,東京ガス,ゆうちょ,,"-¥41,008",,,2025-04,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/18,東京０１８サポート,ゆうちょ,,"¥40,000",,,2025-04,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/23,納税引き落とし,ゆうちょ,,"-¥156,341,400",,,2025-04,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/25,カナマチぷらっと,paypay W,,"-¥1,700",,,2025-04,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/26,沓澤先生,prestia,,"-¥24,000",,4/4、4/11、4/25 レッスン費用各八千円,2025-04,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/28,七田式,ゆうちょ,,"-¥21,945",,,2025-04,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/28,J-Com,ゆうちょ,,"-¥7,568",,,2025-04,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/28,Kumon,ゆうちょ,,"-¥23,100",,,2025-04,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/28,ETC,ゆうちょ,,"-¥1,880",,,2025-04,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/28,ルネサンス,ゆうちょ,,"-¥10,670",,,2025-04,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/30,Docomo,ゆうちょ,,"-¥3,902",,,2025-04,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
Business trip,,,,-$854.38,"-¥48,738",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/1,Comfort City Cab,Prestia,,"-¥3,630",,,2025-04,Business trip,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/2,Grab,Prestia,,"-¥1,853",,,2025-04,Business trip,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/2,Le Bistrot du Sommelier,Prestia,,"-¥8,763",,,2025-04,Business trip,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/2,The Glasshouse,Prestia,,"-¥1,106",,,2025-04,Business trip,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/2,Koma,Prestia,,"-¥15,602",,,2025-04,Business trip,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/3,Grab,Prestia,,"-¥6,314",,,2025-04,Business trip,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/3,Ritz-Carlton,USAA,-$854.38,,,,2025-04,Business trip,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/4,洲崎交通株式会社,Prestia,,"-¥11,470",,,2025-04,Business trip,,,,,,,,,,,,,,,,,,,,,,,,,,
食費,,,,-$7.62,"-¥264,511",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/1,Lawson 100,paypay H,,"-¥2,309",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/1,東急,paypay H,,"-¥5,809",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/2,ikea,paypay H,,"-¥3,760",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/2,ikea,paypay H,,-¥150,,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/3,Hainan Story,USAA,-7.62,,,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/3,7-Eleven,nanaco H,,"-¥2,585",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/4,hakuta,paypay H,,"-¥1,860",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/4,東急,paypay H,,"-¥5,956",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/4,銀だこ,Paypay W,,,,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/4,Starbucks,Paypay W,,"-¥1,416",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/5,東急,Paypay W,,"-¥5,887",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/5,Invader,Paypay W,,"-¥3,076",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/6,楽天 海鮮小樽,prestia,,"-¥1,053",,アーモンド小魚,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/6,sweets plus,paypay W,,"-¥6,640",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/6,Lawson,paypay W,,-¥408,,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/7,大戸屋,paypay H,,"-¥2,580",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/7,東急,paypay H,,"-¥2,067",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/7,Komeda Coffee,paypay W,,"-¥2,720",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/8,いなげや,paypay H,,"-¥2,563",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/8,くら寿司,paypay H,,"-¥7,650",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/8,しかく,paypay W,,"-¥2,300",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/8,ｶｲｾﾝｵﾀﾙ,Prestia,,"-¥1,053",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/9,Godiva lake town,paypay H,,-¥662,,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/9,東急,paypay H,,"-¥2,862",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/9,しかく,Paypay W,,"-¥2,500",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/9,ダンダダン,Paypay W,,"-¥5,758",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/9,おかしのまちおか,paypay H,,-¥892,,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/9,kaldi,paypay H,,"-¥3,611",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/10,Lawson,Paypay W,,-¥237,,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/10,kanadelica,paypay H,,"-¥4,988",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/10,Fepa,paypay H,,"-¥1,252",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/10,Fepa,paypay H,,"-¥4,422",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/10,McDonald’s,paypay W,,-¥930,,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/11,hakuta,Paypay W,,"-¥2,500",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/11,hakuta,paypay H,,"-¥6,255",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/11,立花,paypay H,,"-¥1,220",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/12,おかしのまちおか,paypay H,,-¥574,,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/12,から好し,paypay W,,"-¥2,128",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/13,東急,Paypay W,,"-¥2,936",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/13,7-Eleven,Paypay W,,"-¥3,720",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/13,銚子丸,paypay W,,"-¥7,150",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/14,東急,paypay H,,"-¥6,268",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/14,Komeda Coffee,Paypay W,,"-¥2,570",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/14,さぼてん,paypay H,,"-¥1,100",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/15,東急,Paypay W,,"-¥4,378",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/15,シャトレーゼ,paypay H,,-¥138,,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/16,bronco billy,paypay H,,"-¥7,128",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/17,7-Eleven,nanaco H,,"-¥2,957",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/17,東急,paypay H,,"-¥4,971",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/17,にしだ場,Paypay W,,"-¥1,350",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/18,カフェしかく,paypay H,,"-¥1,500",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/18,カフェしかく,paypay W,,"-¥1,500",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/18,カフェしかく,paypay W,,"-¥1,050",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/18,カフェしかく,paypay H,,-¥550,,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/18,sweets plus,paypay W,,"-¥7,043",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/18,cafe しかく,paypay H,,"-¥3,150",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/19,hakuta,paypay H,,"-¥5,890",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/19,ひな野,paypay W,,"-¥13,926",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/20,東急,paypay H,,"-¥4,888",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/20,Lawson,paypay W,,"-¥1,236",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/21,Komeda Coffee,paypay W,,"-¥2,410",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/21,いなげや,paypay H,,"-¥4,921",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/21,Saizeriya,Prestia,,"-¥3,260",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/22,東急,Paypay W,,"-¥7,056",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/23,東急,paypay H,,"-¥1,527",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/23,東急,Paypay W,,"-¥4,598",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/25,立花,paypay H,,"-¥3,150",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/25,kaldi,paypay H,,"-¥6,038",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/25,東急,paypay H,,"-¥5,245",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/26,東急,paypay W,,"-¥5,851",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/27,ikea,paypay W,,-¥798,,ポテトチップス,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/27,ikea,paypay H,,-¥50,,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/27,Starbucks,paypay H,,-¥707,,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/27,Ikea,paypay W,,-¥150,,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/27,Ikea,paypay W,,-¥100,,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/27,Ikea,paypay W,,"-¥3,760",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/28,kanadelica,paypay H,,"-¥4,329",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/29,@Kitchen,paypay W,,"-¥4,430",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/30,東急,paypay H,,"-¥6,140",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/30,feta,paypay H,,"-¥9,823",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/30,さぼてん,paypay H ,,"-¥1,100",,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/22,Lawson,PayPay W,,-¥119,,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/23,7-Eleven,PayPay W,,-¥645,,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/26,7-Eleven,PayPay W,,-¥272,,,2025-04,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
諸々,,,,-$736.33,"-¥125,906",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/2,Beyond the Vines,USAA,-$88.73,,,,2025-04,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/2,ikea,paypay H,,"-¥1,499",,,2025-04,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/2,イトーヨーカドー,nanaco H,,"-¥3,080",,バスタオル４枚,2025-04,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/3,Kele Jewel,USAA,-$36.48,,,,2025-04,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/3,Backyard Bakers,USAA,-$22.65,,,,2025-04,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/3,Bengawan Solo,USAA,-$123.34,,,,2025-04,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/3,Fairprice Finest,USAA,-$103.01,,,,2025-04,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/3,Tea Boutique,USAA,-$170.08,,,,2025-04,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/3,Bacha Coffee,USAA,-$157.75,,,,2025-04,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/3,Bacha Coffee,USAA,-$34.29,,,,2025-04,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/8,マツモトキヨシ,paypay H,,"-¥3,273",,,2025-04,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/8,seria,paypay H,,"-¥1,320",,,2025-04,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/9,イオン,paypay H,,"-¥2,178",,,2025-04,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/9,イオン,paypay H,,"-¥3,102",,,2025-04,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/9,しまむら,paypay H,,"-¥12,743",,,2025-04,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/9,大和書店,現金H&W,,"-¥3,608",,,2025-04,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/12,大和書店,現金 H,,-¥565,,,2025-04,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/14,daiso,paypay H,,-¥110,,,2025-04,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/17,daiso,paypay H,,-¥440,,,2025-04,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/17,ユニケアー,paypay H,,"-¥1,110",,,2025-04,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/18,柴又駐車場,現金H,,-¥440,,ビンゴにイースター。駐車代。,2025-04,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/20,H&M,paypay W,,"-¥1,598",,Sunglasses for kids,2025-04,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/21,daiso,paypay H,,-¥220,,,2025-04,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/21,seria,paypay H,,-¥330,,,2025-04,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/21,マツモトキヨシ,paypay H,,"-¥1,932",,,2025-04,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/21,Amazon JP,paypay H,,"-¥9,852",,アクアビーズ、エコバッグ、タオル、ハサミ,2025-04,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/23,ココカラファイン,paypay H,,"-¥2,742",,,2025-04,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/23,daiso,paypay H,,-¥220,,,2025-04,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/24,森嶋クリニック,Prestia,,"-¥1,150",,W pressure dizziness,2025-04,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/24,英子に返金,現金H,,"-¥15,366",,"4/2 Flying Pig ¥1760, 4/9 牛カツ ¥2045, 4/19 コストコ ¥17,781から、英子負担分のハナエ先生商品券1500円とディズニーマスク１０箱分 ¥5720を差し引いて、¥15366",2025-04,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/28,英子に返金,現金H,,"-¥40,700",,"4/7 木曽路 寛子 ¥2,239,  4/27 Costco ¥38,507＋ウィル立替え分　英子¥1500, ビュッフェ¥6,963＋けんいちろう君立替え分　アニー　駐車代 ¥1,200, 新宿駐車代¥925, 野菜レストラン¥6270

合計¥40,678",2025-04,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/28,郵便局,paypay H,,-¥110,,,2025-04,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/30,Daiso,paypay W,,-¥220,,Rey paper plates,2025-04,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/30,コニー,cash H,,-¥239,,,2025-04,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/30,ココカラファイン,paypay H,,"-¥6,161",,,2025-04,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/20,H&M,PayPay W,,"-¥1,598",,,2025-04,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/22,Suicaチャージ,Cash,,"-¥10,000",W cash,,2025-04,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
玲お小遣い,,,,$0.00,-¥643,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/15,Daiso,paypay W,,-¥220,,Rey legos,2025-04,玲お小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/23,ココカラファイン,paypay W,,-¥423,,Rey tape,2025-04,玲お小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
寛子おこづかい,,,,$0.00,"-¥6,950",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/9,american holic,paypay H,,"-¥4,970",,,2025-04,寛子おこづかい,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/9,cos mura イオン,paypay H,,"-¥1,980",,クロミリップバーム,2025-04,寛子おこづかい,,,,,,,,,,,,,,,,,,,,,,,,,,
W おこづかい,,,,-$216.10,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/4,YouTube Premium,USAA,-$13.99,,,,2025-04,W おこづかい,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/8,Off Book,USAA,-$5.00,,,,2025-04,W おこづかい,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/10,Gumroad,USAA,-$4.00,,,Monocle app,2025-04,W おこづかい,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/13,Dropout,USAA,-$5.99,,,,2025-04,W おこづかい,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/16,Seventh Records,USAA,-$165.12,,,MAGMA merch,2025-04,W おこづかい,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/24,OpenAI,USAA,-$22.00,,,,2025-04,W おこづかい,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,,,,"-$58,622.79",¥0,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/11,SRE Property,USAA,"$5,667.21",,,,2025-04,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/11,USAA Property Insurance,USAA,-$62.50,,,,2025-04,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/14,Yamada & Partners,USAA,"-$7,000.00",,,,2025-04,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/15,California tax,USAA,"-$57,109.00",,,,2025-04,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/29,Seton Testing,USAA,-$118.50,,,,2025-04,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
医療費,,,,$0.00,"-¥2,740",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/24,カラフル薬局,PayPay W,,"-¥1,590",,,2025-04,医療費,,,,,,,,,,,,,,,,,,,,,,,,,,
,4/24,森嶋クリニック,Prestia,,"-¥1,150",,,2025-04,医療費,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05,,,,-$104.92,"¥316,626",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
給料,,,,$0.00,"¥955,698",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/2,facebook,Prestia,,"¥189,305",,,2025-05,給料,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/23,facebook,Prestia,,"¥766,393",,,2025-05,給料,,,,,,,,,,,,,,,,,,,,,,,,,,
経費,,,,$0.00,"-¥108,163",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/21,沓澤先生,Prestia,,"-¥16,000",,,2025-05,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/15,東京海上,ゆうちょ,,"¥13,500",,保険代受け取り,2025-05,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/15,東京ガス,ゆうちょ,,"-¥36,980",,,2025-05,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/16,カナマチぷらっと,PayPay W,,"-¥1,700",,,2025-05,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/26,ルネサンス,ゆうちょ,,"-¥10,670",,,2025-05,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/27,七田式,ゆうちょ,,"-¥21,945",,,2025-05,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/27,J-Com,ゆうちょ,,"-¥7,568",,,2025-05,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/28,Kumon,ゆうちょ,,"-¥25,100",,,2025-05,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/4,カナマチぷらっと,PayPay W,,"-¥1,700",,,2025-05,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
食費,,,,$0.00,"-¥303,449",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/1,7-Eleven,Paypay W,,-¥838,,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/1,東急,paypay H,,"-¥6,737",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/1,hakuta,paypay H,,"-¥1,960",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/1,夢工房,cash W,,"-¥2,640",,Shoe repair; to be reimbursed by Solovair,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/2,東急,paypay H,,"-¥5,613",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/2,Mos Burger,paypay W,,"-¥3,410",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/2,flo,paypay H,,"-¥1,458",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/5,大井食品店,paypay H,,"-¥2,160",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/5,can do,paypay H,,"-¥1,426",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/6,costco,現金H,,"-¥1,060",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/7,東急,paypay H,,"-¥8,929",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/7,hakuta,paypay H,,"-¥7,870",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/7,hakuta,paypay H,,"-¥1,430",,,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,5/7,楽天 海鮮小樽,Prestia,,"-¥1,442",,アーモンドフィッシュ,2025-05,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
