,Date,Merchant,Method,金額 (USD),金額 (JPY),Notes,備考,月,Category,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/26 paypay 無印-H,,,"-¥12,770",,掛け布団,2024-5,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/26 paypay loft-H,,,"-¥2,442",,,2024-5,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/26 paypay daiso-H,,,-¥330,,,2024-5,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/27 paypay daiso-H,,,-¥660,,,2024-5,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/27 paypay マツモトキヨシ-H,,,"-¥1,875",,,2024-5,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/28 paypay 郵便局-H,,,"-¥1,400",,,2024-5,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/31 paypay daiso-H,,,-¥440,,,2024-5,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,? 現金　バス-H,,,-¥660,,バス代３回分,2024-5,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/31 Prestia My jStyle — W haircut,,,"-¥3,000",,,2024-5,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
医療費,,,,$0.00,"-¥2,250",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/7 現金 アイビー薬局-H,,,"-¥1,200",,,2024-5,医療費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/27 現金 内田歯科-H,,,"-¥1,050",,,2024-5,医療費,,,,,,,,,,,,,,,,,,,,,,,,,,
ウィルお小遣い,,,,-$87.08,"-¥7,480",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/1 Musictoday USAA,,-$87.08,,,,2024-5,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/11 prestia AmazonJP-W,,,"-¥7,480",,Kindle cover,2024-5,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
(blank),,,,$0.00,"¥16,520",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5/2 年金 deposit in ゆうちょ,,,"¥16,520",,,2024-5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-6,,,,"$3,287.76","¥1,249,517",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,,,,"$3,407.52",¥0,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/3,???,USAA,-$31.32,,,,2024-6,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/5 USAA Reprotech Limited,,-$440.00,,,,2024-6,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/10 USAA amazon membership,,-$9.99,,,,2024-6,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/10,???,USAA,-$453.99,,,,2024-6,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/11,SRE property,,"$4,730.00",,,,2024-6,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/11 USAA property and casualty insurance,,-$82.91,,,,2024-6,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/13 USAA Compass,,-$242.00,,,,2024-6,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/17 USAA apple,,-$37.95,,,,2024-6,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/27,???,USAA,-$24.32,,,,2024-6,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
給料,,,,$0.00,"¥1,829,012",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/25,facebook Japan,,,"¥1,829,012",,,2024-6,給料,,,,,,,,,,,,,,,,,,,,,,,,,,
経費,,,,$0.00,"-¥191,728",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/7 paypay 固定資産税土地-W,,,"-¥102,700",,,2024-6,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/7 paypay 固定資産税 建物-W,,,"-¥71,100",,,2024-6,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/23 paypay tokyo gas — W,,,"-¥16,490",,,2024-6,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/10 ゆうちょ　東金町小学校,,,"-¥7,130",,,2024-6,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/10 ゆうちょ Katsushika-ku,,,"¥100,000",,,2024-6,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/17 ゆうちょ Nova,,,"-¥27,780",,,2024-6,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/18 kumon,prestia #787105,,"-¥7,700",,,2024-6,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/26 ゆうちょ Oasis,,,"-¥9,680",,,2024-6,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/27 ゆうちょ Shichida,,,"-¥44,330",,,2024-6,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/27 ゆうちょ JCom,,,"-¥4,818",,,2024-6,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
食費,,,,$0.00,"-¥279,025",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/1 paypay マクドナルド-H,,,-¥770,,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/1 McDonald’s,Paypay W,,"-¥2,010",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/1 Jonathan,Paypay W,,"-¥5,175",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/2 paypay 東急-H,,,"-¥6,009",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/2 7 Eleven,Nanaco W,,"-¥2,922",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/2 Ikea,Paypay W,,"-¥6,130",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/3 paypay ビストロ　スズゼン-H,,,"-¥7,700",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/3 paypay 大戸屋-H,,,"-¥3,200",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/3 paypay イトーヨーカドー-H,,,"-¥1,419",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/4 Tokyu,Paypay W,,"-¥8,393",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/5 7 Eleven,Nanaco W,,-¥510,,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/5 Tokyu,Paypay W,,"-¥3,985",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/6 Tokyu,Paypay W,,"-¥4,314",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/7 Kurazushi,Paypay W,,"-¥4,185",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/8 paypay いなげや-H,,,"-¥1,519",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/8 Saizeriya,Cash W,,"-¥2,180",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/9 paypay 東急-H,,,"-¥9,637",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/9 Jonathan,Paypay W,,"-¥3,374",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/10 paypay hakuta-H,,,"-¥3,460",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/10 Choushimaru,Paypay W,,"-¥3,740",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/11 paypay 東急-H,,,"-¥5,447",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/11–23 nanaco 7-11 W,,,-¥319,,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/11 Kanadelica,Paypay W,,"-¥2,693",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/12 paypay 東急ストア-H,,,"-¥5,527",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/12 Matsuya,Paypay W,,-¥590,,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/12 Ecute Shinagawa,Paypay W,,"-¥1,946",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/13 Saizeriya,Cash W,,"-¥2,580",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/14 Gust,Paypay W,,"-¥4,930",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/15 paypay Biscuit-H,,,"-¥6,450",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/15 paypay いなげや-H,,,"-¥5,291",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6//15 Kisoji,Paypay W,,"-¥13,112",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/16 paypay fepa-H,,,"-¥3,456",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/16 Lawson,Paypay W,,-¥203,,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/17 paypay 東急-H,,,"-¥8,142",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/17 paypay 大戸屋-H,,,"-¥3,700",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/18 Tokyu,Paypay W,,"-¥4,803",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/18 7 Eleven,Nanaco W,,-¥913,,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/19–25 paypay Famima W,,,-¥545,,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/19 Dandadan,Paypay W,,"-¥5,185",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/19 7 Eleven,Nanaco W,,-¥508,,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/20 paypay kanadelica-W,,,"-¥10,486",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/20 McDonald’s ,Paypay W,,-¥890,,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/21 Fepa,Paypay W,,"-¥20,999",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/21,Cafe Sweets+,Paypay W,,"-¥6,120",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/22 nanaco 7-Eleven-H,,,"-¥1,617",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/22 paypay kaldi-H,,,"-¥3,500",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/22 Mos Burger,Paypay W,,"-¥2,980",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/22 paypay 東急-H,,,"-¥8,691",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/22,寅福,Paypay W,,"-¥5,810",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/23 7 Eleven,Nanaco W,,"-¥2,823",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/24 paypay タニタカフェ-H,,,-¥869,,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/24 paypay hakuta-H,,,"-¥5,335",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/24 paypay godiva-H,,,-¥860,,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/24 Ippuudou,Paypay W,,"-¥1,580",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/25 paypay ビストロ　スズゼン-H,,,"-¥7,700",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/25 Yoshinoya,Paypay W,,-¥979,,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/– Paypay Lawson W,,,"-¥1,601",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/26 Komeda,Paypay W,,"-¥1,570",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/26 Vansan,Paypay W,,"-¥8,360",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/27 Komeda,Paypay W,,"-¥1,570",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/27 paypay 東急-H,,,"-¥5,907",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/27 paypay 東急ちよだ-H,,,-¥322,,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/28 paypay しゃぶ葉-H,,,"-¥5,442",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/29 paypay イトーヨーカドー-H,,,"-¥4,872",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/29,Baskin Robbins,Paypay W,,"-¥2,400",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/29 Tsumugi,Paypay W,,"-¥4,818",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30 paypay 大井食品店阪急-H,,,"-¥2,484",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30 paypay 大井食品店阪急-H,,,"-¥1,468",,,2024-6,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
諸々,,,,$0.00,"-¥95,454",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/1 paypay 西松屋-H,,,-¥943,,,2024-6,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/1 paypay amazonJP-H,,,"-¥3,852",,,2024-6,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/1 paypay amazonJP-H,,,"-¥2,852",,,2024-6,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/2 paypay Laugh Laugh W,,,"-¥1,122",,Character goods,2024-6,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/2 paypay ココカラファイン-H,,,"-¥2,473",,,2024-6,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/2 paypay Nitori deco home W,,,-¥599,,,2024-6,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/4 paypay amazonJP-H,,,"-¥2,996",,,2024-6,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/6 paypay Daiso W,,,-¥110,,,2024-6,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/7 paypay daiso-H,,,-¥660,,,2024-6,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/9 paypay ココカラファイン-H,,,"-¥5,981",,,2024-6,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/10 paypay seria-H,,,"-¥1,320",,,2024-6,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/12 paypay マツモトキヨシ-H,,,"-¥3,630",,,2024-6,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/12 paypay amazonJP-H,,,"-¥1,531",,,2024-6,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/15 現金-H,,,"-¥2,900",,帝釈天拝観料5名、子供2名,2024-6,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/16 cash rowboat W,,,-¥800,,,2024-6,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/17 paypay daiso-H,,,"-¥1,760",,,2024-6,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/19 paypay uniqlo-H,,,"-¥5,980",,,2024-6,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/19 paypay 平安堂-H,,,"-¥1,265",,,2024-6,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/19 paypay 無印-H,,,"-¥1,175",,,2024-6,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/19 paypay to blossoms-H,,,"-¥6,798",,レイクタウンで寛子用洋服,2024-6,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/20 cash katsushika kumin center W,,,-¥300,,juuminhyou,2024-6,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/21 paypay daiso-H,,,-¥660,,,2024-6,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/24 paypay マツモトキヨシ-H,,,"-¥3,720",,,2024-6,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/24 paypay 東急ストア-H,,,"-¥4,067",,,2024-6,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/24 paypay daiso-H,,,-¥880,,,2024-6,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/24 paypay 丸亀製麺-W,,,"-¥1,070",,,2024-6,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/24 paypay 遊びパーク-H,,,"-¥2,640",,,2024-6,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/24,Right-On,,,"-¥11,923",,W clothes,2024-6,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/25 paypay アリオParty Rico-H,,,"-¥1,408",,マリオ消しゴム、エルサヘアゴム,2024-6,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/26 paypay daiso-H,,,-¥330,,,2024-6,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/26 現金-H,,,-¥960,,戸定邸拝観料３人分,2024-6,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/28 paypay daiso-H,,,-¥330,,,2024-6,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/29 paypay 東急-H,,,"-¥7,396",,,2024-6,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30 paypay 西松屋-H,,,"-¥2,031",,,2024-6,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30 paypay トイザらス-H,,,"-¥3,367",,,2024-6,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/30 Gonpachi,Paypay W,,"-¥5,625",,,2024-6,諸々,,,,,,,,,,,,,,,,,,,,,,,,,,
Rey お小遣い,,,,-$52.50,"-¥2,508",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/29 nanaco itoyo W,,,"-¥2,508",,Lego Mario Conkdor’s Noggin Bopper,2024-6,Rey お小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,6/4,eBay,,-$52.50,,,Lego,2024-6,Rey お小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
寛子お小遣い,,,,$0.00,"-¥3,300",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/3 nanaco イトーヨーカドー-H,,,"-¥3,300",,,2024-6,寛子お小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
ウィルお小遣い,,,,-$67.26,"-¥7,480",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/1 USAA patreon,,-$14.00,,,,2024-6,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/4 USAA youtube premium,,-$13.99,,,,2024-6,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/8 USAA audible,,-$14.95,,,,2024-6,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/16 Nojima paypay W,,,"-¥7,480",,SD card,2024-6,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/24 open AI,,-$20.00,,,,2024-6,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6/24 amazon download,,-$4.32,,,,2024-6,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-7,,,,"$2,775.73","¥925,041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,,,,"$3,158.74",¥0,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/1 USAA Hoverdotcom,,-$18.17,,,,2024-7,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/4,SS Hunley — Beautiful Briny Sea salt,,-$45.17,,,,2024-7,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/4 USAA SshunleyLLC,,-$45.17,,,,2024-7,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/4 USAA walmart,,-$38.62,,,Princess Peach Lego for Rey,2024-7,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/4 USAA paypal kipling,,-$163.30,,,,2024-7,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/6 USAA amazon US,,-$39.38,,,,2024-7,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/6 USAA amazon US,,-$9.70,,,,2024-7,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/8,???,USAA,-$108.28,,,,2024-7,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/11,SRE property,,"$4,730.00",,,,2024-7,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/11,USAA property and Casualty insurance,,-$82.91,,,,2024-7,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/11,Kindle,,-$9.99,,,ADHD book,2024-7,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12,compass,,-$242.00,,,,2024-7,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12,J Crew,,-$43.04,,,H clips?,2024-7,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/12,target,,-$100.00,,,,2024-7,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/16,???,USAA,-$502.28,,,,2024-7,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,2024/07/18,Apple iCloud+,,-$37.95,,,,2024-7,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/18,???,USAA,-$37.95,,,,2024-7,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/29,California DMV,,-$0.04,,,,2024-7,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/29,California DMV,,-$2.00,,,,2024-7,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/29,???,USAA,-$45.31,,,,2024-7,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
玲お小遣い,,,,-$52.50,¥0,¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/4 USAA paypal ebay US,,-$52.50,,,,2024-7,玲お小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
給料,,,,$0.00,"¥1,815,682",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/25 給料,プレスティア,,"¥1,815,682",,,2024-7,給料,,,,,,,,,,,,,,,,,,,,,,,,,,
ウィルお小遣い,,,,-$327.51,"-¥1,760",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/3 USAA AB abebooks.co,,-$51.82,,,,2024-7,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/4 USAA youtube premium,,-$13.99,,,,2024-7,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/4 USAA kindle,,-$3.99,,,,2024-7,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/1 patreon,,-$14.00,,,,2024-7,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/8,Daiwa books,,,"-¥1,760",,,2024-7,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/8,Audible,USAA Visa,-14.95,,,,2024-7,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/5 USAA netlify,,-$18.99,,,,2024-7,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/31 Elliott Bay Book Company,usaa visa,-$49.66,,,,2024-7,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/28,Jake Reed Music,USAA Visa,-$55.00,,,,2024-7,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/24,Minna Kikeru,USAA Visa,-$7.14,,,,2024-7,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/24,OpenAI,USAA Visa,-$20.00,,,,2024-7,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/10,Apple,USAA Visa,-$59.99,,,Marco Polo,2024-7,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/4,YouTube Premium,USAA Visa,-$13.99,,,,2024-7,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
,7/3,Kindle,USAA Visa,-$3.99,,,,2024-7,ウィルお小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
寛子お小遣い,,,,$0.00,"-¥1,390",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/11 amazon JP,paypay H,,"-¥1,390",リンネル雑誌,,2024-7,寛子お小遣い,,,,,,,,,,,,,,,,,,,,,,,,,,
経費,,,,$0.00,"-¥47,168",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/1 ゆうちょ docomo,,,"-¥5,371",,,2024-7,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/10　東金町小学校,ゆうちょ,,"-¥3,170",,,2024-7,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/18 葛飾区,ゆうちょ,,"¥100,000",,,2024-7,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/24 東京ガス7月分,paypay W,,"-¥16,142",,ガス電気代,2024-7,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/26 Oasis,ゆうちょ,,"-¥9,680",,,2024-7,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/16 nova,ゆうちょ,,"-¥27,780",,,2024-7,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/18 公文,prestia #148588,,"-¥19,250",,,2024-7,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/28 東京水道局,paypay W,,"-¥13,434",,水道代６〜7月分,2024-7,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/29 七田,ゆうちょ,,"-¥44,330",,,2024-7,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/29 J-com,ゆうちょ,,"-¥4,818",,,2024-7,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/31 Docomo,ゆうちょ,,"-¥3,193",,,2024-7,経費,,,,,,,,,,,,,,,,,,,,,,,,,,
食費,,,,$0.00,"-¥237,676",¥0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/1 Paypay Lawson W,,,-¥119,,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/1 Yumean,Paypay W,,"-¥4,723",,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/2 paypay いなげや-H,,,"-¥1,465",,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/2 paypay コメダ珈琲-H,,,"-¥1,120",,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/2 paypay seria-H,,,"-¥2,090",,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/2 現金 コニー-H,,,"-¥1,290",,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7/2 Komeda,,,"-¥1,730",,,2024-7,食費,,,,,,,,,,,,,,,,,,,,,,,,,,
